,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3131,1062775867625765163,https://www.airbnb.com/rooms/1062775867625765163,20250619031426,2025-06-19,city scrape,Private Queen Bedroom in Boston,"For bookings between 30-90 days please book through my other listings, this listing is for 90 days or more. <br /><br /><br />Quiet private queen bedroom in the center of Boston. 15-20 minutes away from MGH, Beth Israel, BWH, BMC,etc. <br />Clean, all utilities included in pricing including tv’s & wifi, street parking, laundry unit in basement, walking distance to local transit that takes you to downtown Boston in 15 minutes. Local stores, shopping malls, eateries in 5-10 walking minutes.",,https://a0.muscache.com/pictures/b3d13640-5e50-462a-aa06-60e500468f49.jpg,474189195,https://www.airbnb.com/users/show/474189195,Patrice,2022-08-09,"Boston, MA","Hi!
I love traveling, eating & laying in the sun! 

Looking forward to hosting & providing you with an enjoyable experience!",within a day,67%,11%,f,https://a0.muscache.com/im/pictures/user/2f8d3b82-b232-4027-8ce7-b2a5e4f1645a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f8d3b82-b232-4027-8ce7-b2a5e4f1645a.jpg?aki_policy=profile_x_medium,Dorchester,2,6,"['email', 'phone']",t,t,,Dorchester,,42.30239,-71.06824,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Kitchenette"", ""Dishes and silverware"", ""Books and reading material"", ""Clothing storage"", ""Coffee"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Host greets you"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Backyard"", ""Shower gel"", ""Heating"", ""Iron"", ""Toaster"", ""Hangers"", ""Stove"", ""Bathtub"", ""Blender"", ""Free street parking""]",$58.00,91,365,91,91,365,365,91.0,365.0,,t,29,59,89,269,2025-06-19,1,1,0,195,1,182,10556.0,2024-12-14,2024-12-14,5.0,5.0,4.0,5.0,5.0,3.0,5.0,,f,2,0,2,0,0.16
3221,1092092772949307191,https://www.airbnb.com/rooms/1092092772949307191,20250619031426,2025-06-19,city scrape,Cozy East Boston Apt with Patio,"Cozy and spacious apartment with a fenced private patio is a perfect oasis in the city. Views of Chelsea Creek and a park and playground are just steps away.  <br /><br />Enjoy a wide variety of dining options, entertainment, community events, parks, and beaches, all with the commuter convenience of the Wood Island T stop (.4 mi) and easy access to Logan airport and 90/93/Rt1 highways.",,https://a0.muscache.com/pictures/miso/Hosting-1092092772949307191/original/c7db1bbc-1225-47f2-9bd8-3277d4a50828.jpeg,17894854,https://www.airbnb.com/users/show/17894854,Jay,2016-05-17,"Malden, MA",,within a day,67%,0%,f,https://a0.muscache.com/im/pictures/user/f33c038c-10ab-41ca-9e10-f802bff39325.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f33c038c-10ab-41ca-9e10-f802bff39325.jpg?aki_policy=profile_x_medium,East Boston,1,1,"['email', 'phone', 'work_email']",t,f,,East Boston,,42.38246231733909,-71.03013849666957,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,3.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Patio or balcony"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stainless steel single oven"", ""Books and reading material"", ""Coffee"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Room-darkening shades"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Shampoo"", ""Outdoor playground"", ""Hair dryer"", ""Housekeeping - available at extra cost"", ""Freezer"", ""Board games"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Extra pillows and blankets"", ""AC - split type ductless system"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Stainless steel electric stove"", ""First aid kit"", ""Hangers"", ""Toaster"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Blender"", ""Free street parking""]",$179.00,30,365,30,30,365,365,30.0,365.0,,t,27,57,87,362,2025-06-19,0,0,0,193,0,0,0.0,,,,,,,,,,,f,1,1,0,0,
3280,1110247883520872149,https://www.airbnb.com/rooms/1110247883520872149,20250619031426,2025-06-19,city scrape,Spacious Private Brownstone Apt,Get comfortable and enjoy plenty of extra room at this spacious place.,,https://a0.muscache.com/pictures/miso/Hosting-1110247883520872149/original/7e3a13f0-55a2-40bf-bbaa-09b0cf3354c9.png,174771378,https://www.airbnb.com/users/show/174771378,Solomon,2018-02-22,"Boston, MA","Nigerian born American, avid city biker, budding horticulturalist and neophyte high school Science Teacher, seeks everyone wishing to experience a minimalistically soothing environment in a private apartment large enough for four and close enough to the best Boston has to offer. All are Welcome to enjoy.",within a day,79%,71%,f,https://a0.muscache.com/im/pictures/user/User-174771378/original/076302ba-b1f1-4e37-b261-8635937ed59b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-174771378/original/076302ba-b1f1-4e37-b261-8635937ed59b.jpeg?aki_policy=profile_x_medium,Roxbury,2,3,"['email', 'phone']",t,t,,Roxbury,,42.32231,-71.07877,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Coffee maker: drip coffee maker, french press"", ""Smoke alarm"", ""Dishes and silverware"", ""Stainless steel single oven"", ""Hot water kettle"", ""Dining table"", ""Carbon monoxide alarm"", ""Portable air conditioning"", ""Cleaning products"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Window AC unit"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Wifi"", ""Radiant heating"", ""Exterior security cameras on property"", ""Bathtub"", ""Free street parking""]",$82.00,91,365,91,91,1125,1125,91.0,1125.0,,t,24,34,64,338,2025-06-19,0,0,0,170,0,0,0.0,,,,,,,,,,,f,2,0,2,0,
3464,1163838163158035608,https://www.airbnb.com/rooms/1163838163158035608,20250619031426,2025-06-19,city scrape,Spacious Modern Short Term,Forget your worries in this spacious and serene space.,,https://a0.muscache.com/pictures/miso/Hosting-1110247883520872149/original/7e3a13f0-55a2-40bf-bbaa-09b0cf3354c9.png,174771378,https://www.airbnb.com/users/show/174771378,Solomon,2018-02-22,"Boston, MA","Nigerian born American, avid city biker, budding horticulturalist and neophyte high school Science Teacher, seeks everyone wishing to experience a minimalistically soothing environment in a private apartment large enough for four and close enough to the best Boston has to offer. All are Welcome to enjoy.",within a day,79%,71%,f,https://a0.muscache.com/im/pictures/user/User-174771378/original/076302ba-b1f1-4e37-b261-8635937ed59b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-174771378/original/076302ba-b1f1-4e37-b261-8635937ed59b.jpeg?aki_policy=profile_x_medium,Roxbury,2,3,"['email', 'phone']",t,t,,Roxbury,,42.323288815010145,-71.07725998317578,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Coffee maker: drip coffee maker, french press"", ""Smoke alarm"", ""Dishes and silverware"", ""Stainless steel single oven"", ""Electric stove"", ""Hot water kettle"", ""Dining table"", ""Carbon monoxide alarm"", ""Portable air conditioning"", ""Bed linens"", ""Microwave"", ""Ceiling fan"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Window AC unit"", ""Fire extinguisher"", ""Ethernet connection"", ""Lock on bedroom door"", ""Cooking basics"", ""Kitchen"", ""Iron"", ""Wifi"", ""Central heating"", ""Exterior security cameras on property"", ""Free street parking""]",$63.00,2,365,1,2,365,365,2.0,365.0,,t,12,20,21,21,2025-06-19,0,0,0,21,0,0,0.0,,,,,,,,,,STR-597568,f,2,0,2,0,
3468,1164607570865561615,https://www.airbnb.com/rooms/1164607570865561615,20250619031426,2025-06-19,city scrape,Convenient 2 br near Bus/Train,"Your family will be close to everything when you stay at this centrally-located place. It is a walking distant away from bus and train stops. This apartment is near the University of Massachusetts Boston. It is easy access to Downtown, Cambridge, Harvard, MIT and Logan airport by the red line train. The apartment is comfortable and clean with 2 bedrooms and 3 beds. Washer and dryer are available.",,https://a0.muscache.com/pictures/miso/Hosting-1164607570865561615/original/a0e2c396-b583-4ac4-872c-64d7b40e22b0.jpeg,579619676,https://www.airbnb.com/users/show/579619676,Thinh,2024-05-25,"Boston, MA",,within a day,60%,97%,f,https://a0.muscache.com/im/pictures/user/User-579619676/original/8bbca6ab-256e-4350-b9b3-198ff390d105.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-579619676/original/8bbca6ab-256e-4350-b9b3-198ff390d105.jpeg?aki_policy=profile_x_medium,Dorchester,1,1,"['email', 'phone']",t,t,,Dorchester,,42.31695371700309,-71.05492891181542,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""Shower gel"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Lockbox"", ""TV"", ""Bathtub"", ""Free parking on premises"", ""Shampoo""]",$197.00,2,365,2,2,365,365,2.0,365.0,,t,6,18,41,282,2025-06-19,47,47,3,129,28,255,50235.0,2024-07-14,2025-06-02,4.66,4.72,4.7,4.89,4.85,4.79,4.55,STR-564145,f,1,1,0,0,4.13
3495,1175980636500386344,https://www.airbnb.com/rooms/1175980636500386344,20250619031426,2025-06-19,previous scrape,Stylish 1 bedroom condo in Boston near waterfront,,,https://a0.muscache.com/pictures/hosting/Hosting-1175980636500386344/original/78bcaed9-bf03-4be5-9b98-f657edd14feb.jpeg,23265965,https://www.airbnb.com/users/show/23265965,Stacey,2014-11-02,"Boston, MA",,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/b3fc467c-fefe-43d3-86a7-e868b0938302.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3fc467c-fefe-43d3-86a7-e868b0938302.jpg?aki_policy=profile_x_medium,Jeffries Point,1,2,"['email', 'phone', 'work_email']",t,f,,East Boston,,42.36838041054629,-71.03187347565287,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Books and reading material"", ""Clothing storage"", ""Coffee"", ""Hot water kettle"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Trash compactor"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Sound system"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Exercise equipment"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Safe"", ""Exterior security cameras on property"", ""Stove"", ""Coffee maker"", ""Free parking on premises""]",,91,365,91,91,365,365,91.0,365.0,,,21,51,81,261,2025-06-19,0,0,0,187,0,0,,,,,,,,,,,,f,1,1,0,0,
3501,1176976365746800145,https://www.airbnb.com/rooms/1176976365746800145,20250619031426,2025-06-19,city scrape,City home! Brand New!,This home is brand new and has plenty of space for a family! Have fun with the whole family at this stylish place.,,https://a0.muscache.com/pictures/miso/Hosting-1176976365746800145/original/a43255e6-ea9d-4126-8570-2817eb8ea47d.jpeg,160087066,https://www.airbnb.com/users/show/160087066,Carey,2017-11-25,,,within a day,80%,13%,f,https://a0.muscache.com/im/pictures/user/167462dd-47df-4139-b876-c0165294f815.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167462dd-47df-4139-b876-c0165294f815.jpg?aki_policy=profile_x_medium,Charlestown,3,3,"['email', 'phone']",t,t,,Charlestown,,42.37675615633171,-71.05792112010776,Entire home,Entire home/apt,8,3.5,3.5 baths,5.0,4.0,"[""Wine glasses"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Oven"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Microwave"", ""Freezer"", ""Refrigerator"", ""Mini fridge"", ""TV"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Wifi"", ""Toaster"", ""Stove"", ""Bathtub""]",$990.00,2,20,2,2,20,20,2.0,20.0,,t,14,44,74,254,2025-06-19,1,1,0,180,0,6,5940.0,2025-04-25,2025-04-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-571182,f,1,1,0,0,0.54
3547,1189829506115257733,https://www.airbnb.com/rooms/1189829506115257733,20250619031426,2025-06-19,city scrape,Comfort and Convenience of Home in Boston!,"Relax in this spacious and serene Victorian home. Step inside your roomy retreat and feel completely at ease. Enjoy a good book in a charming reading nook, ideal for unwinding after a memorable day. Hardwood floors add warmth and elegance to each room. The large kitchen fosters cozy gatherings, while the contemporary bathroom invites comfort and personal care. Boston's rich history, famous landmarks, and top medical facilities are conveniently accessible via public transit.",,https://a0.muscache.com/pictures/miso/Hosting-1189829506115257733/original/337c8cc2-2203-440b-a147-f9c7dd6e9d6f.jpeg,235113659,https://www.airbnb.com/users/show/235113659,Marie,2019-01-07,"Boston, MA","Blessed mom, delighted nanna , former lawyer, who loves to travel, spend time with family  and friends and make a difference in this world while I’m here.",within a day,90%,83%,f,https://a0.muscache.com/im/pictures/user/User-235113659/original/2011de53-09cc-41a9-a099-5769b61c4689.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-235113659/original/2011de53-09cc-41a9-a099-5769b61c4689.jpeg?aki_policy=profile_x_medium,Roxbury,2,2,['phone'],t,t,,Roxbury,,42.3152811,-71.0732458,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Barbecue utensils"", ""Washer"", ""Patio or balcony"", ""Clothing storage: closet and dresser"", ""Air conditioning"", ""Smoke alarm"", ""Baking sheet"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""BBQ grill"", ""Dining table"", ""Oven"", ""Fire pit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Microwave"", ""Hair dryer"", ""Refrigerator"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Backyard"", ""Heating"", ""Iron"", ""Wifi"", ""Outdoor dining area"", ""Toaster"", ""First aid kit"", ""Exterior security cameras on property"", ""Stove"", ""Portable fans"", ""Coffee maker"", ""Blender"", ""Free street parking""]",$40.00,91,180,91,91,180,180,91.0,180.0,,t,12,12,12,177,2025-06-19,1,1,0,104,1,182,7280.0,2024-12-18,2024-12-18,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,t,2,0,2,0,0.16
3548,1189829925948068202,https://www.airbnb.com/rooms/1189829925948068202,20250619031426,2025-06-19,previous scrape,Coziness and Convenience of Home!,"Relax in this spacious and serene Victorian home. Step inside your roomy retreat and feel completely at ease. Enjoy a good book in a charming reading nook, ideal for unwinding after a memorable day. Hardwood floors add warmth and elegance to each room. The large kitchen fosters cozy gatherings, while the contemporary bathroom invites comfort and personal care. Boston's rich history, famous landmarks, and top medical facilities are conveniently accessible via public transit.",,https://a0.muscache.com/pictures/miso/Hosting-1189829925948068202/original/59d18967-61e7-45a6-ba19-6fa198690af9.jpeg,235113659,https://www.airbnb.com/users/show/235113659,Marie,2019-01-07,"Boston, MA","Blessed mom, delighted nanna , former lawyer, who loves to travel, spend time with family  and friends and make a difference in this world while I’m here.",within a day,90%,83%,f,https://a0.muscache.com/im/pictures/user/User-235113659/original/2011de53-09cc-41a9-a099-5769b61c4689.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-235113659/original/2011de53-09cc-41a9-a099-5769b61c4689.jpeg?aki_policy=profile_x_medium,Roxbury,2,2,['phone'],t,t,,Dorchester,,42.3162,-71.07229,Private room in home,Private room,1,,1 bath,,,"[""Kitchen"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Outdoor dining area"", ""First aid kit"", ""Dedicated workspace"", ""BBQ grill"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""TV"", ""Carbon monoxide alarm""]",,91,180,91,91,180,180,91.0,180.0,,t,29,59,71,155,2025-06-19,2,2,1,81,1,255,,2024-12-14,2025-05-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.32
3557,1193513049860213888,https://www.airbnb.com/rooms/1193513049860213888,20250619031426,2025-06-19,city scrape,Stylish Condo with Parking/Wi-Fi,"Welcome to our cozy and stylish two-bedroom condo located in the vibrant and historic neighborhood of Roxbury, MA. Whether you're visiting for business, leisure, or a family getaway, our condo offers the perfect home base to explore everything this dynamic area has to offer.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE5MzUxMzA0OTg2MDIxMzg4OA==/original/1e9363e3-1d84-4deb-a2bf-a4c0e93f8516.jpeg,56052140,https://www.airbnb.com/users/show/56052140,Irvin,2016-01-25,"Boston, MA","Welcome to my Airbnb! I'm Irvin, a local who loves sharing the best of Boston with visitors. My cozy two-bedroom condo is the perfect spot for you to relax, unwind, and explore everything this vibrant area has to offer. I’m always happy to recommend great local spots, hidden gems, and must-see attractions. Looking forward to hosting you and making your stay enjoyable!",within a day,100%,93%,t,https://a0.muscache.com/im/pictures/user/User/original/f2a95829-4db3-4d47-bfbc-55af62bc8bb5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/f2a95829-4db3-4d47-bfbc-55af62bc8bb5.jpeg?aki_policy=profile_x_medium,Roxbury,1,1,"['email', 'phone']",t,t,,Roxbury,,42.322900058883235,-71.06823785685711,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Stainless steel single oven"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""HDTV with Roku"", ""Carbon monoxide alarm"", ""Microwave"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free driveway parking on premises \u2013 1 space"", ""Dishwasher"", ""Keypad"", ""Kitchen"", ""Hot water"", ""Gas stove"", ""Iron"", ""Wifi"", ""Central heating"", ""Exterior security cameras on property"", ""Central air conditioning"", ""Free street parking""]",$166.00,1,365,1,1,365,365,1.0,365.0,,t,13,22,38,282,2025-06-19,20,20,1,117,8,120,19920.0,2024-10-09,2025-05-31,4.7,4.75,4.5,4.85,4.8,4.5,4.55,STR-572992,f,1,1,0,0,2.36
